"USAF","WBAN","STNID","STN_NAME","CTRY","STATE","CALL","LAT","LON","ELEV_M","ELEV_M_SRTM_90m","BEGIN","END","YEARMODA","YEAR","MONTH","DAY","YDAY","TEMP","TEMP_CNT","DEWP","DEWP_CNT","SLP","SLP_CNT","STP","STP_CNT","VISIB","VISIB_CNT","WDSP","WDSP_CNT","MXSPD","GUST","MAX","MAX_FLAG","MIN","MIN_FLAG","PRCP","PRCP_FLAG","SNDP","I_FOG","I_RAIN_DRIZZLE","I_SNOW_ICE","I_HAIL","I_THUNDER","I_TORNADO_FUNNEL","EA","ES","RH"
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2016-06-01,"2016","06","01",153,19,23,15.6,23,1016,23,1009.9,23,NA,0,3.3,23,5.7,NA,23.1,NA,15,NA,1,"G",NA,0,0,0,0,0,0,1.8,2.2,81.8
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2016-06-02,"2016","06","02",154,19.8,23,15.2,23,1014.5,23,1008.5,23,NA,0,3.4,23,5.7,NA,24.5,NA,15.5,NA,0,"G",NA,0,0,0,0,0,0,1.7,2.3,73.9
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2016-06-03,"2016","06","03",155,19.8,24,14.8,24,1015.6,24,1009.5,24,NA,0,2.4,24,3.6,NA,24.9,NA,14.4,"*",0,"G",NA,0,0,0,0,0,0,1.7,2.3,73.9
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2016-06-04,"2016","06","04",156,20,24,12.9,24,1015.1,24,1009.1,24,NA,0,1.4,24,2.6,NA,25.6,NA,11.4,NA,0,"G",NA,0,0,0,0,0,0,1.5,2.3,65.2
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2016-06-05,"2016","06","05",157,19.4,24,13.3,24,1018,24,1012,24,NA,0,1.9,24,3.6,NA,25.2,NA,12.4,NA,0,"G",NA,0,0,0,0,0,0,1.5,2.3,65.2
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2016-06-06,"2016","06","06",158,16.4,23,10.4,23,1023.4,23,1017.3,23,NA,0,3.7,23,5.7,NA,20.3,NA,11.9,NA,0,"G",NA,0,0,0,0,0,0,1.3,1.9,68.4
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2016-06-07,"2016","06","07",159,17.2,23,10.6,23,1021.8,23,1015.7,23,NA,0,3.2,23,4.6,NA,23.2,NA,11.3,"*",0,"G",NA,0,0,0,0,0,0,1.3,2,65
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2016-06-08,"2016","06","08",160,14.8,24,10.8,24,1017.2,24,1011.1,24,NA,0,4,24,6.2,NA,21.8,NA,10.6,NA,0,"G",NA,0,0,0,0,0,0,1.3,1.7,76.5
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2016-06-09,"2016","06","09",161,14.5,24,8.1,24,1015.9,24,1009.7,24,NA,0,2.6,24,6.2,NA,20.3,NA,7.1,NA,0,"G",NA,0,0,0,0,0,0,1.1,1.7,64.7
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2016-06-10,"2016","06","10",162,13.4,23,7,23,1010.6,23,1004.4,23,NA,0,4.2,23,7.2,NA,17.6,NA,9.1,NA,0,"G",NA,0,0,0,0,0,0,1,1.5,66.7
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2016-06-11,"2016","06","11",163,12.1,24,4.9,24,1013.9,24,1007.7,24,NA,0,2,24,4.1,NA,16.7,NA,4.3,NA,0,"G",NA,0,0,0,0,0,0,0.9,1.4,64.3
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2016-06-12,"2016","06","12",164,13.2,23,5.2,23,1011.9,23,1005.8,23,NA,0,3.5,23,5.7,NA,17.3,NA,5.1,NA,0,"G",NA,0,0,0,0,0,0,0.9,1.5,60
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2016-06-13,"2016","06","13",165,13.5,24,10.8,24,1005,24,998.9,24,NA,0,4.5,24,7.2,NA,15.3,NA,12.1,NA,0.3,"G",NA,0,0,0,0,0,0,1.3,1.5,86.7
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2016-06-14,"2016","06","14",166,14.1,24,11.9,24,999.8,24,993.7,24,NA,0,3.1,24,4.6,NA,15.3,NA,13.1,NA,1.8,"G",NA,0,0,0,0,0,0,1.4,1.6,87.5
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2016-06-15,"2016","06","15",167,16.7,24,13.4,24,999.4,24,993.4,24,NA,0,1.8,24,4.1,NA,21.7,NA,13.5,NA,0,"G",NA,0,0,0,0,0,0,1.5,1.9,78.9
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2016-06-16,"2016","06","16",168,16.3,22,12.9,22,1002.3,22,996.3,22,NA,0,1.9,22,4.6,NA,20.8,NA,11.9,"*",1.3,"G",NA,0,0,0,0,0,0,1.5,1.9,78.9
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2016-06-17,"2016","06","17",169,14.8,23,12.1,23,1003.5,23,997.5,23,NA,0,2.2,23,3.6,NA,20.8,NA,9.2,NA,0,"G",NA,0,0,0,0,0,0,1.4,1.7,82.4
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2016-06-18,"2016","06","18",170,15.2,23,11.2,23,1011,23,1004.9,23,NA,0,5.1,23,8.2,NA,19.1,NA,10.7,NA,4.8,"G",NA,0,0,0,0,0,0,1.3,1.7,76.5
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2016-06-19,"2016","06","19",171,13.3,23,7.8,23,1019,23,1012.8,23,NA,0,4.6,23,7.2,NA,16.4,NA,9.5,NA,0,"G",NA,0,0,0,0,0,0,1.1,1.5,73.3
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2016-06-20,"2016","06","20",172,14.9,24,10.9,24,1016.6,24,1010.5,24,NA,0,5.3,24,8.2,NA,19.7,NA,8.4,NA,0,"G",NA,0,0,0,0,0,0,1.3,1.7,76.5
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2016-06-21,"2016","06","21",173,16.1,22,12.6,22,1016.4,22,1010.3,22,NA,0,3.2,22,6.2,NA,20.1,NA,12.8,"*",16.3,"G",NA,0,0,0,0,0,0,1.5,1.8,83.3
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2016-06-22,"2016","06","22",174,17.4,23,14.4,23,1021.9,23,1015.8,23,NA,0,3.2,23,5.7,NA,22,NA,11.8,NA,0.3,"G",NA,0,0,0,0,0,0,1.6,2,80
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2016-06-23,"2016","06","23",175,20.9,22,17.2,22,1019.8,22,1013.8,22,NA,0,3,22,5.7,NA,26.7,NA,13.7,NA,0.5,"G",NA,0,0,0,0,0,0,2,2.5,80
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2016-06-24,"2016","06","24",176,20.8,23,18.6,23,1016.4,23,1010.4,23,NA,0,3.4,23,5.7,NA,25,NA,17.8,"*",0.3,"G",NA,0,0,0,0,0,0,2.1,2.5,84
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2016-06-25,"2016","06","25",177,17.2,24,15.8,24,1013.9,24,1007.9,24,NA,0,3.4,24,5.7,NA,20.6,NA,15.8,"*",0,"G",NA,0,0,0,0,0,0,1.8,2,90
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2016-06-26,"2016","06","26",178,16,24,11.9,24,1012.4,24,1006.3,24,NA,0,4.7,24,7.7,NA,20.6,NA,12.3,"*",4.3,"G",NA,0,0,0,0,0,0,1.4,1.8,77.8
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2016-06-27,"2016","06","27",179,15.1,24,12.4,24,1014,24,1007.9,24,NA,0,3.9,24,5.7,NA,19,NA,11.9,NA,0,"G",NA,0,0,0,0,0,0,1.4,1.7,82.4
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2016-06-28,"2016","06","28",180,14.9,24,10.3,24,1015.8,24,1009.7,24,NA,0,2,24,3.1,NA,19.2,NA,10.5,NA,0.8,"G",NA,0,0,0,0,0,0,1.3,1.7,76.5
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2016-06-29,"2016","06","29",181,15.2,24,11.8,24,1009.6,24,1003.5,24,NA,0,3.2,24,6.2,NA,19.6,NA,11.8,NA,0,"G",NA,0,0,0,0,0,0,1.4,1.7,82.4
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2016-06-30,"2016","06","30",182,15.4,24,13.3,24,1010,24,1003.9,24,NA,0,3.1,24,4.6,NA,18.3,NA,11.9,NA,8.4,"G",NA,0,0,0,0,0,0,1.5,1.7,88.2
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2016-07-01,"2016","07","01",183,16.6,24,15.1,24,1009.3,24,1003.2,24,NA,0,4.2,24,6.2,NA,18.3,NA,14.6,NA,8.4,"G",NA,0,0,0,0,0,0,1.7,1.9,89.5
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2016-07-02,"2016","07","02",184,15.3,24,10.9,24,1009.1,24,1003,24,NA,0,4.9,24,7.7,NA,18.8,NA,10.2,"*",7.9,"G",NA,0,0,0,0,0,0,1.3,1.7,76.5
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2016-07-03,"2016","07","03",185,14,24,10.2,24,1015.2,24,1009.1,24,NA,0,4.8,24,8.8,NA,18.4,NA,10.1,NA,2.3,"G",NA,0,0,0,0,0,0,1.2,1.6,75
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2016-07-04,"2016","07","04",186,14.5,24,9.7,24,1018,24,1011.9,24,NA,0,3.3,24,6.7,NA,19.4,NA,9.8,NA,2,"G",NA,0,0,0,0,0,0,1.2,1.7,70.6
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2016-07-05,"2016","07","05",187,13.5,24,12.4,24,1009.7,24,1003.6,24,NA,0,2.9,24,7.2,NA,16.6,NA,9.6,NA,0,"G",NA,0,0,0,0,0,0,1.4,1.5,93.3
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2016-07-06,"2016","07","06",188,13.9,24,9.5,24,1011.3,24,1005.3,24,NA,0,6.9,24,9.3,NA,17.8,NA,10.7,"*",26.4,"G",NA,0,0,0,0,0,0,1.2,1.6,75
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2016-07-07,"2016","07","07",189,14.9,23,10.8,23,1017.1,23,1011,23,NA,0,5,23,6.7,NA,18.1,NA,10.4,NA,0,"G",NA,0,0,0,0,0,0,1.3,1.7,76.5
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2016-07-08,"2016","07","08",190,16.1,23,13.6,23,1011.1,23,1005.1,23,NA,0,3.8,23,5.1,NA,20.9,NA,13.6,"*",0,"G",NA,0,0,0,0,0,0,1.6,1.8,88.9
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2016-07-09,"2016","07","09",191,16.1,24,12.8,24,1013.4,24,1007.3,24,NA,0,4.4,24,6.7,NA,20.3,NA,13,NA,4.6,"G",NA,0,0,0,0,0,0,1.5,1.8,83.3
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2016-07-10,"2016","07","10",192,17.6,24,16.3,24,1008.7,24,1002.6,24,NA,0,4.2,24,6.7,NA,20.4,NA,14.7,NA,4.1,"G",NA,0,0,0,0,0,0,1.9,2,95
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2016-07-11,"2016","07","11",193,17.2,23,15,23,1004.6,23,998.6,23,NA,0,5.7,23,8.2,NA,20.6,NA,15.7,"*",5.1,"G",NA,0,0,0,0,0,0,1.7,2,85
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2016-07-12,"2016","07","12",194,16.7,23,13.8,23,1007.8,23,1001.8,23,NA,0,5.2,23,7.7,NA,20.4,NA,12.5,"*",6.1,"G",NA,0,0,0,0,0,0,1.6,1.9,84.2
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2016-07-13,"2016","07","13",195,14.8,24,9.8,24,1012.1,24,1006,24,NA,0,2.8,24,4.6,NA,19.7,NA,10,NA,0,"G",NA,0,0,0,0,0,0,1.2,1.7,70.6
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2016-07-14,"2016","07","14",196,14.3,23,11.7,23,1013,23,1006.8,23,NA,0,3.9,23,6.2,NA,18.7,NA,9.3,NA,0,"G",NA,0,0,0,0,0,0,1.4,1.6,87.5
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2016-07-15,"2016","07","15",197,14.4,24,10.7,24,1017.5,24,1011.4,24,NA,0,5.5,24,7.7,NA,16.8,NA,11.2,"*",2,"G",NA,0,0,0,0,0,0,1.3,1.6,81.2
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2016-07-16,"2016","07","16",198,15,24,13.1,24,1019.1,24,1013,24,NA,0,4.2,24,6.2,NA,20,NA,10.4,NA,0,"G",NA,0,0,0,0,0,0,1.5,1.7,88.2
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2016-07-17,"2016","07","17",199,14.2,24,11.8,24,1018,24,1011.9,24,NA,0,3.5,24,5.7,NA,18.6,NA,10.9,NA,1.3,"G",NA,0,0,0,0,0,0,1.4,1.6,87.5
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2016-07-18,"2016","07","18",200,15.7,24,12.6,24,1018.1,24,1012,24,NA,0,3.7,24,5.7,NA,18.6,NA,12.5,NA,1,"G",NA,0,0,0,0,0,0,1.5,1.8,83.3
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2016-07-19,"2016","07","19",201,18.1,24,15.2,24,1020.5,24,1014.4,24,NA,0,2.1,24,4.1,NA,22.6,NA,14.4,NA,0,"G",NA,0,0,0,0,0,0,1.7,2.1,81
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2016-07-20,"2016","07","20",202,20.6,24,15.7,24,1018.2,24,1012.2,24,NA,0,2.3,24,4.1,NA,25.9,NA,12.6,NA,0,"G",NA,0,0,0,0,0,0,1.8,2.4,75
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2016-07-21,"2016","07","21",203,20.8,24,15.4,24,1015.4,24,1009.4,24,NA,0,3.3,24,4.6,NA,25.6,NA,17.6,NA,0,"G",NA,0,0,0,0,0,0,1.7,2.5,68
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2016-07-22,"2016","07","22",204,21.5,24,13.5,24,1018.2,24,1012.2,24,NA,0,2.5,24,5.7,NA,26.5,NA,15.7,NA,0,"G",NA,0,0,0,0,0,0,1.5,2.6,57.7
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2016-07-23,"2016","07","23",205,21.7,24,15.1,24,1020.1,24,1014.1,24,NA,0,1.2,24,3.1,NA,27.4,NA,16,"*",0,"G",NA,0,0,0,0,0,0,1.7,2.6,65.4
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2016-07-24,"2016","07","24",206,20.8,22,15.1,22,1019.9,22,1013.9,22,NA,0,2.1,22,4.6,NA,26.6,NA,13.4,NA,0,"G",NA,0,0,0,0,0,0,1.7,2.5,68
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2016-07-25,"2016","07","25",207,20.9,23,17.2,23,1017.3,23,1011.3,23,NA,0,2.5,23,5.1,NA,26.6,NA,15.9,NA,0,"G",NA,0,0,0,0,0,0,2,2.5,80
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2016-07-26,"2016","07","26",208,17.8,24,12.8,24,1019,24,1013,24,NA,0,3,24,5.1,NA,22.8,NA,12.2,"*",0.3,"G",NA,0,0,0,0,0,0,1.5,2,75
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2016-07-27,"2016","07","27",209,17.7,22,14.2,22,1015.4,22,1009.4,22,NA,0,3,22,5.7,NA,22.1,NA,11.1,NA,0,"G",NA,0,0,0,0,0,0,1.6,2,80
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2016-07-28,"2016","07","28",210,17.6,24,12.4,24,1013.8,24,1007.7,24,NA,0,2.1,24,4.1,NA,22.7,NA,13.4,NA,1.8,"G",NA,0,0,0,0,0,0,1.4,2,70
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2016-07-29,"2016","07","29",211,18.6,22,14.8,22,1009.2,22,1003.1,22,NA,0,2.6,22,5.7,NA,22.8,NA,14.9,NA,0,"G",NA,0,0,0,0,0,0,1.7,2.1,81
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2016-07-30,"2016","07","30",212,17.1,24,13.8,24,1009.5,24,1003.5,24,NA,0,2.7,24,5.1,NA,20.5,NA,12.6,"*",3.6,"G",NA,0,0,0,0,0,0,1.6,1.9,84.2
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2016-07-31,"2016","07","31",213,15.4,24,11.3,24,1012.2,24,1006.1,24,NA,0,2.8,24,5.1,NA,20.5,NA,8.9,NA,5.1,"G",NA,0,0,0,0,0,0,1.3,1.7,76.5
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2016-08-01,"2016","08","01",214,15,24,11.3,24,1013.8,24,1007.6,24,NA,0,3.6,24,7.2,NA,19.8,NA,10.5,NA,0,"G",NA,0,0,0,0,0,0,1.3,1.7,76.5
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2016-08-02,"2016","08","02",215,15.7,23,10.6,23,1013.6,23,1007.5,23,NA,0,2.4,23,5.1,NA,21.5,NA,11.2,"*",2.5,"G",NA,0,0,0,0,0,0,1.3,1.8,72.2
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2016-08-03,"2016","08","03",216,16.4,24,14.8,24,1007,24,1001,24,NA,0,4,24,7.7,NA,20.2,NA,9.9,NA,0,"G",NA,0,0,0,0,0,0,1.7,1.9,89.5
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2016-08-04,"2016","08","04",217,17.3,24,14.8,24,1006.6,24,1000.6,24,NA,0,4.6,24,8.2,NA,22.2,NA,15.1,NA,3.8,"G",NA,0,0,0,0,0,0,1.7,2,85
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2016-08-05,"2016","08","05",218,17.7,23,14.1,23,1012.9,23,1006.9,23,NA,0,4,23,6.7,NA,22.7,NA,14.7,NA,9.4,"G",NA,0,0,0,0,0,0,1.6,2,80
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2016-08-06,"2016","08","06",219,15.4,24,10.4,24,1020.2,24,1014,24,NA,0,4.6,24,8.8,NA,19.9,NA,11.5,"*",0,"G",NA,0,0,0,0,0,0,1.3,1.7,76.5
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2016-08-07,"2016","08","07",220,16.4,24,13.8,24,1019.9,24,1013.8,24,NA,0,4.8,24,6.7,NA,20,NA,10.9,NA,2.8,"G",NA,0,0,0,0,0,0,1.6,1.9,84.2
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2016-08-08,"2016","08","08",221,15.8,22,12.8,22,1012.4,22,1006.4,22,NA,0,6,22,10.8,NA,20.1,NA,10.2,"*",0,"G",NA,0,0,0,0,0,0,1.5,1.8,83.3
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2016-08-09,"2016","08","09",222,12.6,24,7,24,1014.9,24,1008.8,24,NA,0,4.9,24,9.3,NA,17.7,NA,8.7,"*",1.8,"G",NA,0,0,0,0,0,0,1,1.5,66.7
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2016-08-10,"2016","08","10",223,12.1,24,6.5,24,1015.2,24,1009.1,24,NA,0,5.1,24,7.7,NA,17.1,NA,7.9,NA,0.8,"G",NA,0,0,0,0,0,0,1,1.4,71.4
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2016-08-11,"2016","08","11",224,12.3,24,8,24,1017.2,24,1011,24,NA,0,3.6,24,5.7,NA,17.5,NA,6.9,NA,1,"G",NA,0,0,0,0,0,0,1.1,1.4,78.6
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2016-08-12,"2016","08","12",225,15.6,24,13.4,24,1016.3,24,1010.2,24,NA,0,4,24,6.7,NA,19.2,NA,10.9,NA,0,"G",NA,0,0,0,0,0,0,1.5,1.8,83.3
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2016-08-13,"2016","08","13",226,16.6,22,13.3,22,1015.6,22,1009.5,22,NA,0,6,22,9.3,NA,19.8,NA,12.8,"*",0,"G",NA,0,0,0,0,0,0,1.5,1.9,78.9
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2016-08-14,"2016","08","14",227,14.6,23,11.8,23,1020.2,23,1014.1,23,NA,0,3.7,23,6.2,NA,19,NA,11.3,"*",0,"G",NA,0,0,0,0,0,0,1.4,1.7,82.4
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2016-08-15,"2016","08","15",228,15.2,23,10.8,23,1023.2,23,1017,23,NA,0,3,23,4.6,NA,19.7,NA,10.5,NA,5.6,"G",NA,0,0,0,0,0,0,1.3,1.7,76.5
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2016-08-16,"2016","08","16",229,14.8,24,10.4,24,1020.5,24,1014.3,24,NA,0,2.3,24,5.1,NA,21.1,NA,9.2,NA,0,"G",NA,0,0,0,0,0,0,1.3,1.7,76.5
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2016-08-17,"2016","08","17",230,15.9,24,8.7,24,1016.2,24,1010.1,24,NA,0,1.6,24,3.6,NA,23.1,NA,7.1,NA,0,"G",NA,0,0,0,0,0,0,1.1,1.8,61.1
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2016-08-18,"2016","08","18",231,15.7,24,12.1,24,1011.6,24,1005.5,24,NA,0,3.5,24,6.2,NA,20.4,NA,11.1,NA,0,"G",NA,0,0,0,0,0,0,1.4,1.8,77.8
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2016-08-19,"2016","08","19",232,16.8,24,12.2,24,1011.4,24,1005.3,24,NA,0,1.4,24,2.6,NA,21.6,NA,12.8,NA,0,"G",NA,0,0,0,0,0,0,1.4,1.9,73.7
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2016-08-20,"2016","08","20",233,17.3,23,14.2,23,1010.8,23,1004.8,23,NA,0,2.6,23,5.1,NA,21,NA,14.9,NA,0,"G",NA,0,0,0,0,0,0,1.6,2,80
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2016-08-21,"2016","08","21",234,17.1,24,12.9,24,1014,24,1007.9,24,NA,0,3.1,24,5.7,NA,21.4,NA,13.5,NA,0,"G",NA,0,0,0,0,0,0,1.5,1.9,78.9
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2016-08-22,"2016","08","22",235,17.1,24,14.9,24,1020.1,24,1014,24,NA,0,4.1,24,7.7,NA,21.2,NA,13.5,NA,0,"G",NA,0,0,0,0,0,0,1.7,1.9,89.5
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2016-08-23,"2016","08","23",236,17.6,24,15.2,24,1024.7,24,1018.6,24,NA,0,2.6,24,4.6,NA,21.4,NA,13.6,"*",4.1,"G",NA,0,0,0,0,0,0,1.7,2,85
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2016-08-24,"2016","08","24",237,19.3,24,15.2,24,1024.8,24,1018.7,24,NA,0,2.7,24,4.6,NA,25.6,NA,10.9,NA,0,"G",NA,0,0,0,0,0,0,1.7,2.2,77.3
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2016-08-25,"2016","08","25",238,23.6,24,15.6,24,1018.9,24,1012.9,24,NA,0,3.8,24,5.7,NA,28.5,NA,18.2,NA,0,"G",NA,0,0,0,0,0,0,1.8,2.9,62.1
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2016-08-26,"2016","08","26",239,22.3,22,15.3,22,1015.3,22,1009.3,22,NA,0,4.3,22,7.2,NA,30,NA,14.8,"*",0,"G",NA,0,0,0,0,0,0,1.7,2.7,63
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2016-08-27,"2016","08","27",240,17.6,22,9.9,22,1021.1,22,1015.1,22,NA,0,1.9,22,4.1,NA,23,NA,12.4,NA,0,"G",NA,0,0,0,0,0,0,1.2,2,60
