"STNID","NAME","CTRY","COUNTRY_NAME","ISO2C","ISO3C","STATE","LATITUDE","LONGITUDE","ELEVATION","BEGIN","END","YEARMODA","YEAR","MONTH","DAY","YDAY","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","I_FOG","I_RAIN_DRIZZLE","I_SNOW_ICE","I_HAIL","I_THUNDER","I_TORNADO_FUNNEL","EA","ES","RH","ELEV(M)"
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-01-31,2019,1,31,31,0.3,24,-2.1,24,999.2,24,992.9,24,NA,0,3.3,24,6.2,NA,1.4,NA,-0.7,NA,0,"G",NA,0,0,0,0,0,0,0.5,0.6,83.9,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-02-01,2019,2,1,32,0.4,23,-1.8,23,998.4,23,992.1,23,NA,0,4.1,23,6.7,NA,1.6,NA,-1.7,NA,0,"G",NA,0,0,0,0,0,0,0.5,0.6,85.2,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-02-02,2019,2,2,33,0.7,24,-0.4,24,1001,24,994.7,24,NA,0,2.8,24,4.1,NA,1.3,NA,0.1,NA,0,"G",NA,0,0,0,0,0,0,0.6,0.6,92.3,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-02-03,2019,2,3,34,0.6,24,-1.1,24,1014.7,24,8.3,24,NA,0,3.3,24,5.1,NA,2.5,NA,-0.8,"*",1.27,"G",NA,0,0,0,0,0,0,0.6,0.6,88.4,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-02-04,2019,2,4,35,0.9,24,-0.6,24,1019.1,24,12.7,24,NA,0,5.8,24,9.3,NA,2.3,NA,-1.1,NA,0,"G",NA,0,0,0,0,0,0,0.6,0.7,89.7,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-02-05,2019,2,5,36,3.8,24,2.2,24,1019.4,24,13,24,NA,0,5.9,24,8.2,NA,6.2,NA,0.7,NA,3.05,"G",NA,0,0,0,0,0,0,0.7,0.8,89.3,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-02-06,2019,2,6,37,2.9,24,2.4,24,1018.7,24,12.3,24,NA,0,4.4,24,6.2,NA,4.3,"*",1.8,NA,0,"G",NA,0,0,0,0,0,0,0.7,0.8,96.5,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-02-07,2019,2,7,38,4.6,24,3.2,24,1004.6,24,998.3,24,NA,0,5.9,24,10.8,NA,6.4,NA,3.4,NA,2.03,"G",NA,0,0,0,0,0,0,0.8,0.8,90.6,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-02-08,2019,2,8,39,5.4,24,3.9,24,1003,24,996.8,24,NA,0,7.6,24,10.3,NA,6.4,"*",4.4,NA,7.11,"G",NA,0,0,0,0,0,0,0.8,0.9,90.1,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-02-09,2019,2,9,40,6,24,4.1,24,993.2,24,987,24,NA,0,9.3,24,12.4,NA,6.9,NA,4.3,NA,8.89,"G",NA,0,0,0,0,0,0,0.8,0.9,87.6,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-02-10,2019,2,10,41,4.5,24,3.4,24,992.3,24,986.1,24,NA,0,4.4,24,8.8,NA,6.4,NA,2.9,"*",4.32,"G",NA,0,0,0,0,0,0,0.8,0.8,92.6,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-02-11,2019,2,11,42,3.7,24,-1.1,24,1007,24,0.7,24,NA,0,6.5,24,9.3,NA,5.8,NA,1.6,"*",6.6,"G",NA,0,0,0,0,0,0,0.6,0.8,70.9,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-02-12,2019,2,12,43,2.5,24,-0.9,24,1025.5,24,19.1,24,NA,0,4,24,6.7,NA,4.7,NA,-0.6,NA,0,"G",NA,0,0,0,0,0,0,0.6,0.7,78.3,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-02-13,2019,2,13,44,6.5,24,5.6,24,1027.5,24,21.1,24,NA,0,5.4,24,7.2,NA,7.9,NA,3.9,NA,0.25,"G",NA,0,0,0,0,0,0,0.9,1,94,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-02-14,2019,2,14,45,5.1,24,4.6,24,1032.1,24,25.7,24,NA,0,4.6,24,6.2,NA,7.1,NA,4.2,"*",0,"G",NA,0,0,0,0,0,0,0.8,0.9,96.6,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-02-15,2019,2,15,46,5.6,24,1.2,24,1030.3,24,23.9,24,NA,0,3.4,24,5.1,NA,11.6,NA,0.6,NA,0,"G",NA,0,0,0,0,0,0,0.7,0.9,73.3,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-02-16,2019,2,16,47,6.6,24,2.6,24,1021.5,24,15.1,24,NA,0,4.8,24,7.7,NA,10.1,NA,3.2,NA,0,"G",NA,0,0,0,0,0,0,0.7,1,75.6,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-02-17,2019,2,17,48,7.6,24,6.1,24,1021.4,24,15.1,24,NA,0,3.1,24,4.1,NA,10.6,NA,5.5,NA,0,"G",NA,0,0,0,0,0,0,0.9,1,90.2,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-02-18,2019,2,18,49,6.8,24,4.4,24,1015.6,24,9.3,24,NA,0,3.3,24,4.6,NA,11.3,NA,2.9,NA,0,"G",NA,0,0,0,0,0,0,0.8,1,84.7,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-02-19,2019,2,19,50,6.2,24,4.3,24,1009.5,24,3.3,24,NA,0,6.2,24,8.8,NA,7.9,NA,5.1,"*",1.52,"G",NA,0,0,0,0,0,0,0.8,0.9,87.6,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-02-20,2019,2,20,51,5.9,24,4.6,24,1016.7,24,10.4,24,NA,0,5.1,24,7.2,NA,8,NA,4.7,NA,0.25,"G",NA,0,0,0,0,0,0,0.8,0.9,91.4,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-02-21,2019,2,21,52,6.8,24,6.1,24,1020.4,24,14.1,24,NA,0,4.9,24,7.7,NA,8.1,NA,4.4,"*",2.03,"G",NA,0,0,0,0,0,0,0.9,1,95.3,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-02-22,2019,2,22,53,2.3,24,-0.9,24,1039.6,24,33,24,NA,0,3.8,24,5.7,NA,8.1,NA,0,"*",0,"G",NA,0,0,0,0,0,0,0.6,0.7,79.4,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-02-23,2019,2,23,54,1.9,24,-2.1,24,1041.2,24,34.6,24,NA,0,2.7,24,3.6,NA,4.8,NA,-0.8,NA,0,"G",NA,0,0,0,0,0,0,0.5,0.7,74.8,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-02-24,2019,2,24,55,4.9,24,0.8,24,1037.5,24,31.1,24,NA,0,2.9,24,4.1,NA,10.3,NA,0.4,NA,0,"G",NA,0,0,0,0,0,0,0.6,0.9,74.8,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-02-25,2019,2,25,56,3.6,24,2.8,24,1036.4,24,29.9,24,NA,0,2.6,24,4.1,NA,8.3,NA,-1.1,NA,0,"G",NA,0,0,0,0,0,0,0.7,0.8,94.5,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-02-26,2019,2,26,57,6.9,24,3.8,24,1032.8,24,26.4,24,NA,0,2.1,24,3.1,NA,13.9,NA,2.7,NA,0,"G",NA,0,0,0,0,0,0,0.8,1,80.6,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-02-27,2019,2,27,58,6.9,24,2,24,1022.2,24,15.8,24,NA,0,3.9,24,5.1,NA,12.7,NA,2.5,NA,0,"G",NA,0,0,0,0,0,0,0.7,1,71,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-02-28,2019,2,28,59,5.4,24,2.6,24,1010.6,24,4.3,24,NA,0,3,24,4.6,NA,10.2,NA,1.2,"*",0,"G",NA,0,0,0,0,0,0,0.7,0.9,82.2,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-03-01,2019,3,1,60,2.8,24,0.4,24,1012.1,24,5.8,24,NA,0,1.6,24,3.1,NA,6,NA,-0.7,"*",0,"G",NA,0,0,0,0,0,0,0.6,0.7,84.2,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-03-02,2019,3,2,61,3.1,24,0.9,24,1010.8,24,4.5,24,NA,0,3.7,24,5.7,NA,5.5,"*",-1.3,NA,0,"G",NA,0,0,0,0,0,0,0.7,0.8,85.5,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-03-03,2019,3,3,62,7.2,24,4.9,24,997.4,24,991.2,24,NA,0,5.7,24,9.3,NA,9.5,NA,4.1,NA,2.79,"G",NA,0,0,0,0,0,0,0.9,1,85.3,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-03-04,2019,3,4,63,6.9,24,5.4,24,981.8,24,975.7,24,NA,0,7.9,24,11.3,NA,10.4,NA,4.5,NA,6.6,"G",NA,0,0,0,0,0,0,0.9,1,90.2,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-03-05,2019,3,5,64,5.8,24,3.2,24,995.4,24,989.2,24,NA,0,7.2,24,9.8,NA,7.8,NA,3.9,"*",7.62,"G",NA,0,0,0,0,0,0,0.8,0.9,83.4,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-03-06,2019,3,6,65,5.3,24,3.7,24,1001.3,24,995.1,24,NA,0,5.3,24,7.7,NA,7.3,"*",2.7,NA,0.76,"G",NA,0,0,0,0,0,0,0.8,0.9,89.4,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-03-07,2019,3,7,66,7.4,24,5.2,24,988.6,24,982.5,24,NA,0,6.8,24,13.4,NA,10,NA,5.3,"*",11.94,"G",NA,0,0,0,0,0,0,0.9,1,85.9,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-03-08,2019,3,8,67,5.3,24,0.8,24,997.2,24,991,24,NA,0,8.4,24,13.4,NA,7.6,NA,3.4,"*",1.52,"G",NA,0,0,0,0,0,0,0.6,0.9,72.7,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-03-09,2019,3,9,68,4.8,24,1.7,24,996.8,24,990.6,24,NA,0,7.9,24,11.8,NA,7.8,NA,2.9,"*",4.32,"G",NA,0,0,0,0,0,0,0.7,0.9,80.3,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-03-10,2019,3,10,69,3.9,24,-0.5,24,999.4,24,993.2,24,NA,0,5.2,24,13.4,NA,7.4,NA,-0.6,"*",2.29,"G",NA,0,0,0,0,0,0,0.6,0.8,73,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-03-11,2019,3,11,70,2.1,22,-1.9,22,1008.6,22,2.2,22,NA,0,2,22,4.1,NA,6.6,NA,-1.7,NA,0,"G",NA,0,0,0,0,0,0,0.5,0.7,74.8,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-03-12,2019,3,12,71,3.1,24,1.6,24,1007.5,24,1.2,24,NA,0,5.9,24,8.8,NA,5,NA,-0.1,NA,0.25,"G",NA,0,0,0,0,0,0,0.7,0.8,89.9,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-03-13,2019,3,13,72,4.6,19,3.2,19,990.2,19,984.1,19,NA,0,6.3,19,9.3,NA,6,NA,3.2,NA,16.51,"G",NA,0,0,0,0,0,0,0.8,0.8,90.6,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-03-14,2019,3,14,73,4.9,24,3.7,24,990.9,24,984.8,24,NA,0,5,24,7.2,NA,6,NA,3.4,NA,3.81,"G",NA,0,0,0,0,0,0,0.8,0.9,91.9,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-03-15,2019,3,15,74,5.3,24,3.6,24,990.8,24,984.7,24,NA,0,7.2,24,12.4,NA,8.1,NA,3.8,NA,8.38,"G",NA,0,0,0,0,0,0,0.8,0.9,88.8,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-03-16,2019,3,16,75,5.4,23,3.2,23,997.3,23,991.1,23,NA,0,6.2,23,9.3,NA,7.3,"*",3,NA,5.08,"G",NA,0,0,0,0,0,0,0.8,0.9,85.7,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-03-17,2019,3,17,76,6.1,24,3.1,24,991,24,984.9,24,NA,0,9.9,24,12.4,NA,7.9,NA,3.3,"*",16,"G",NA,0,0,0,0,0,0,0.8,0.9,81.1,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-03-18,2019,3,18,77,5.1,24,0.8,24,1003.4,24,997.1,24,NA,0,6.7,24,10.3,NA,8.2,NA,2,"*",3.56,"G",NA,0,0,0,0,0,0,0.6,0.9,73.8,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-03-19,2019,3,19,78,3.4,21,-0.9,21,1023.5,21,17.1,21,NA,0,2.3,21,3.6,NA,8.9,NA,-0.1,NA,0.51,"G",NA,0,0,0,0,0,0,0.6,0.8,73.4,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-03-20,2019,3,20,79,6.1,24,4.9,24,1028,24,21.6,24,NA,0,4.6,24,7.7,NA,8.8,NA,1.4,NA,0,"G",NA,0,0,0,0,0,0,0.9,0.9,92,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-03-21,2019,3,21,80,7.7,24,7.2,24,1029.8,24,23.4,24,NA,0,6.1,24,8.8,NA,9.7,NA,6,NA,0.51,"G",NA,0,0,0,0,0,0,1,1,96.6,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-03-22,2019,3,22,81,7.1,24,6.6,24,1030.1,24,23.7,24,NA,0,3.5,24,5.7,NA,8.3,NA,5.4,NA,0,"G",NA,0,0,0,0,0,0,1,1,96.6,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-03-23,2019,3,23,82,6.9,24,3.3,24,1026.5,24,20.1,24,NA,0,4.4,24,6.7,NA,10.8,NA,2.6,"*",0,"G",NA,0,0,0,0,0,0,0.8,1,77.8,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-03-24,2019,3,24,83,4.9,24,1.7,24,1023.3,24,17,24,NA,0,4.5,24,7.7,NA,9,NA,1.7,NA,0,"G",NA,0,0,0,0,0,0,0.7,0.9,79.8,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-03-25,2019,3,25,84,4.4,24,1.6,24,1015.3,24,9,24,NA,0,4.6,24,7.2,NA,7.4,NA,1.6,NA,1.52,"G",NA,0,0,0,0,0,0,0.7,0.8,82,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-03-26,2019,3,26,85,5.9,24,0.8,24,1022.8,24,16.5,24,NA,0,5.6,24,9.3,NA,9.2,NA,2.4,NA,0,"G",NA,0,0,0,0,0,0,0.6,0.9,69.8,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-03-27,2019,3,27,86,7.8,24,6.4,24,1026.5,24,20.2,24,NA,0,4.9,24,5.7,NA,10.3,NA,5.9,NA,0,"G",NA,0,0,0,0,0,0,1,1.1,90.9,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-03-28,2019,3,28,87,9.5,24,6.8,24,1031.6,24,25.2,24,NA,0,4.1,24,5.7,NA,14.4,NA,5.5,"*",0,"G",NA,0,0,0,0,0,0,1,1.2,83.3,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-03-29,2019,3,29,88,8.2,23,4.7,23,1028.4,23,22,23,NA,0,5.4,23,8.8,NA,12.8,NA,4.8,NA,0,"G",NA,0,0,0,0,0,0,0.9,1.1,78.6,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-03-30,2019,3,30,89,8.2,23,4.4,23,1019.8,23,13.5,23,NA,0,4.6,23,8.2,NA,14.7,NA,3.5,NA,0,"G",NA,0,0,0,0,0,0,0.8,1.1,77,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-03-31,2019,3,31,90,5.1,24,-2.9,24,1024.1,24,17.8,24,NA,0,4.8,24,9.3,NA,8.9,NA,0.6,"*",0,"G",NA,0,0,0,0,0,0,0.5,0.9,56.3,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-04-01,2019,4,1,91,2.9,22,-2.6,22,1026.8,22,20.4,22,NA,0,2.3,22,4.1,NA,7.8,NA,-3,NA,0,"G",NA,0,0,0,0,0,0,0.5,0.8,67.1,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-04-02,2019,4,2,92,6.4,23,0.2,23,1011.7,23,5.4,23,NA,0,5.1,23,7.7,NA,10.3,NA,2.9,NA,0,"G",NA,0,0,0,0,0,0,0.6,1,64.6,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-04-03,2019,4,3,93,8.9,24,5.4,24,1004.1,24,998,24,NA,0,2.6,24,4.1,NA,12.1,NA,6.4,"*",0.76,"G",NA,0,0,0,0,0,0,0.9,1.1,78.7,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-04-04,2019,4,4,94,9.2,24,4,24,1001.5,24,995.3,24,NA,0,3.7,24,5.1,NA,14.1,NA,5.1,"*",1.02,"G",NA,0,0,0,0,0,0,0.8,1.2,69.9,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-04-05,2019,4,5,95,9.1,24,4.1,24,1006.7,24,0.5,24,NA,0,4,24,6.2,NA,15.3,NA,2.8,NA,0,"G",NA,0,0,0,0,0,0,0.8,1.2,70.9,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-04-06,2019,4,6,96,9.9,23,4.6,23,1010.5,23,4.3,23,NA,0,3.1,23,5.1,NA,17.2,NA,5.2,NA,0,"G",NA,0,0,0,0,0,0,0.8,1.2,69.6,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-04-07,2019,4,7,97,9,24,4.1,24,1011,24,4.8,24,NA,0,2.2,24,3.6,NA,17.9,NA,2.3,NA,0,"G",NA,0,0,0,0,0,0,0.8,1.1,71.4,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-04-08,2019,4,8,98,6.5,23,1.3,23,1015.7,23,9.4,23,NA,0,4.3,23,7.7,NA,10.2,NA,3.3,"*",0,"G",NA,0,0,0,0,0,0,0.7,1,69.4,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-04-09,2019,4,9,99,3,24,-3.6,24,1019.6,24,13.2,24,NA,0,3.5,24,6.2,NA,6.3,NA,-2.2,"*",0,"G",NA,0,0,0,0,0,0,0.5,0.8,61.9,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-04-10,2019,4,10,100,1.6,23,-4.3,23,1022.4,23,15.9,23,NA,0,3.2,23,6.2,NA,5.9,NA,-3.1,NA,0,"G",NA,0,0,0,0,0,0,0.4,0.7,64.9,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-04-11,2019,4,11,101,1.9,24,-3.3,24,1028.1,24,21.7,24,NA,0,2.4,24,4.6,NA,5.2,NA,-3.4,NA,0,"G",NA,0,0,0,0,0,0,0.5,0.7,68.4,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-04-12,2019,4,12,102,1.7,24,-1.6,24,1030.4,24,23.9,24,NA,0,1.4,24,4.6,NA,5,NA,-2.2,NA,0,"G",NA,0,0,0,0,0,0,0.5,0.7,78.7,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-04-13,2019,4,13,103,2.2,23,-3,23,1030.3,23,23.8,23,NA,0,4,23,7.2,NA,5.5,NA,-2.4,NA,2.79,"G",NA,0,0,0,0,0,0,0.5,0.7,68.5,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-04-14,2019,4,14,104,4.1,24,-1.9,24,1031.8,24,25.3,24,NA,0,4,24,6.2,NA,8.5,NA,0,NA,0,"G",NA,0,0,0,0,0,0,0.5,0.8,65,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-04-15,2019,4,15,105,4.5,23,-2.3,23,1032.3,23,25.8,23,NA,0,4.2,23,6.2,NA,9.2,NA,-0.4,NA,0,"G",NA,0,0,0,0,0,0,0.5,0.8,61.3,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-04-16,2019,4,16,106,5.2,23,-1.6,23,1027.6,23,21.2,23,NA,0,4.8,23,6.7,NA,10,NA,-0.2,NA,0,"G",NA,0,0,0,0,0,0,0.5,0.9,61.5,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-04-17,2019,4,17,107,8.5,23,-0.1,23,1030.8,23,24.4,23,NA,0,4.2,23,5.7,NA,14,NA,3.7,NA,0,"G",NA,0,0,0,0,0,0,0.6,1.1,54.7,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-04-18,2019,4,18,108,9.2,23,1.2,23,1034.6,23,28.3,23,NA,0,3.1,23,5.1,NA,15.8,NA,1.7,NA,0,"G",NA,0,0,0,0,0,0,0.7,1.2,57.3,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-04-19,2019,4,19,109,9.9,23,0.1,23,1036.1,23,29.7,23,NA,0,2.7,23,5.1,NA,17.6,NA,2.3,NA,0,"G",NA,0,0,0,0,0,0,0.6,1.2,50.5,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-04-20,2019,4,20,110,9.9,23,-0.4,23,1033.3,23,26.9,23,NA,0,1.3,23,3.6,NA,18.4,NA,0.6,NA,0,"G",NA,0,0,0,0,0,0,0.6,1.2,48.7,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-04-21,2019,4,21,111,11.2,24,0.3,24,1024.8,24,18.5,24,NA,0,1.5,24,3.1,NA,18.7,NA,1.7,NA,0,"G",NA,0,0,0,0,0,0,0.6,1.3,47,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-04-22,2019,4,22,112,10.8,23,2.4,23,1019.4,23,13.2,23,NA,0,4.9,23,8.2,NA,16,NA,4.4,NA,0,"G",NA,0,0,0,0,0,0,0.7,1.3,56.1,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-04-23,2019,4,23,113,12.2,24,3.2,24,1013.6,24,7.5,24,NA,0,7.7,24,12.9,NA,16.6,NA,8.2,NA,0,"G",NA,0,0,0,0,0,0,0.8,1.4,54.2,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-04-24,2019,4,24,114,12.4,24,7,24,1007.1,24,1,24,NA,0,6.1,24,8.8,NA,16.2,NA,9.3,NA,0.76,"G",NA,0,0,0,0,0,0,1,1.4,69.6,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-04-25,2019,4,25,115,14.2,23,8.6,23,1009.6,23,3.5,23,NA,0,4,23,5.7,NA,18.9,NA,9.8,NA,0.25,"G",NA,0,0,0,0,0,0,1.1,1.6,69,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-04-26,2019,4,26,116,12.9,24,9.5,24,1010.1,24,4,24,NA,0,4.5,24,7.2,NA,16.7,NA,10.3,"*",0,"G",NA,0,0,0,0,0,0,1.2,1.5,79.8,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-04-27,2019,4,27,117,11.9,24,8.3,24,1010.4,24,4.3,24,NA,0,2.1,24,4.1,NA,16.8,NA,8.2,NA,12.45,"G",NA,0,0,0,0,0,0,1.1,1.4,78.6,51
